state_name,class_name,candidate_name,is_valid,uses_old_codespace_only,avg_codeword_entanglement,overlap_with_old_codespace,best_depth,mean_depth,std_depth,best_size,mean_size,best_two_qubit_gate_count,mean_two_qubit_gate_count,num_qubits,best_count_ops,n_transpile_runs,successful_trials,failed_trials,status,error_message,approx_ref_depth,approx_ref_two_qubit_gate_count,approx_status,approx_error_message,fid085_best_approx_degree,fid085_best_fidelity,fid085_best_depth,fid085_best_two_qubit_gate_count,fid090_best_approx_degree,fid090_best_fidelity,fid090_best_depth,fid090_best_two_qubit_gate_count,fid095_best_approx_degree,fid095_best_fidelity,fid095_best_depth,fid095_best_two_qubit_gate_count,is_baseline_reference,is_trivial_identity,is_baseline_equivalent,skip_reason
ghz3,baseline,E_old,True,True,0.0,1.0,47,53.9,9.75,141,148.0,32,33.05,128,"{'rz': 52, 'rx': 30, 'sx': 27, 'rzz': 17, 'cz': 15, 'barrier': 6}",20,20,0,ok,,22,17,ok,,0.95,0.990861210065,19,14,0.95,0.990861210065,19,14,0.95,0.990861210065,19.0,14.0,True,True,True,
