state_name,class_name,candidate_name,fid095_best_fidelity,fid095_best_depth,fid095_best_two_qubit_gate_count
ghz3,baseline,E_old,0.990861210065,19.0,14.0
ghz3,monomial_full,sup012_P012_ph012,1.0,15.0,11.0
ghz3,monomial_full,sup012_P012_ph021,0.984855922795,15.0,11.0
ghz3,monomial_full,sup012_P012_ph101,1.0,15.0,11.0
ghz3,product,U_SX__V_SXdg,1.0,15.0,11.0
ghz3,product,U_SXdg__V_SX,1.0,15.0,11.0
ghz3,product,U_Z__V_Z,1.0,15.0,11.0
