state_name,state_family,n_qutrits,class_name,candidate_name,is_valid,uses_old_codespace_only,avg_codeword_entanglement,overlap_with_old_codespace,best_depth,mean_depth,std_depth,best_size,mean_size,best_two_qubit_gate_count,mean_two_qubit_gate_count,num_qubits,best_count_ops,n_transpile_runs,successful_trials,failed_trials,status,error_message,approx_ref_depth,approx_ref_two_qubit_gate_count,approx_status,approx_error_message,fid085_best_approx_degree,fid085_best_fidelity,fid085_best_depth,fid085_best_two_qubit_gate_count,fid090_best_approx_degree,fid090_best_fidelity,fid090_best_depth,fid090_best_two_qubit_gate_count,fid095_best_approx_degree,fid095_best_fidelity,fid095_best_depth,fid095_best_two_qubit_gate_count,suite_name,is_baseline_reference,is_trivial_identity,is_baseline_equivalent,skip_reason,pipeline_stage
<<<<<<< HEAD
path4,path,4,monomial_full,sup012_P012_ph101,True,True,0.0,1.0,77.0,77.4,0.49,231.0,232.8,57.0,57.0,128.0,"{'rz': 72, 'sx': 62, 'rx': 40, 'cz': 33, 'rzz': 24, 'barrier': 8}",5,5,0,ok,,26.0,24.0,ok,,0.95,0.887337561515,23.0,20.0,0.99,0.987833544029,23.0,20.0,0.99,0.987833544029,23.0,20.0,custom_states,False,False,False,,
path4,path,4,monomial_full,sup012_P012_ph110,True,True,0.0,1.0,77.0,77.6,0.49,231.0,233.2,57.0,57.0,128.0,"{'rz': 72, 'sx': 62, 'rx': 40, 'cz': 33, 'rzz': 24, 'barrier': 8}",5,5,0,ok,,26.0,24.0,ok,,0.95,0.881565516261,23.0,20.0,0.99,0.987833544029,23.0,20.0,0.99,0.987833544029,23.0,20.0,custom_states,False,False,False,,
path4,path,4,monomial_full,sup012_P012_ph202,True,True,0.0,1.0,77.0,77.4,0.49,231.0,232.8,57.0,57.0,128.0,"{'rz': 72, 'sx': 62, 'rx': 40, 'cz': 33, 'rzz': 24, 'barrier': 8}",5,5,0,ok,,26.0,24.0,ok,,0.91,0.855738673908,23.0,20.0,0.99,0.946673107426,23.0,20.0,,,,,custom_states,False,False,False,,
path4,path,4,monomial_full,sup012_P012_ph220,True,True,0.0,1.0,77.0,77.6,0.49,231.0,233.2,57.0,57.0,128.0,"{'rz': 72, 'sx': 62, 'rx': 40, 'cz': 33, 'rzz': 24, 'barrier': 8}",5,5,0,ok,,26.0,24.0,ok,,0.95,0.881565516261,23.0,20.0,0.99,0.987833544029,23.0,20.0,0.99,0.987833544029,23.0,20.0,custom_states,False,False,False,,
path4,path,4,monomial_full,sup012_P012_ph012,True,True,0.0,1.0,78.0,78.0,0.0,235.0,235.0,57.0,57.0,128.0,"{'rz': 76, 'sx': 62, 'rx': 40, 'cz': 33, 'rzz': 24, 'barrier': 8}",5,5,0,ok,,26.0,24.0,ok,,0.99,0.987833544029,23.0,20.0,0.99,0.987833544029,23.0,20.0,0.99,0.987833544029,23.0,20.0,custom_states,False,False,False,,
path4,path,4,monomial_full,sup012_P012_ph021,True,True,0.0,1.0,78.0,78.0,0.0,235.0,235.0,57.0,57.0,128.0,"{'rz': 76, 'sx': 62, 'rx': 40, 'cz': 33, 'rzz': 24, 'barrier': 8}",5,5,0,ok,,26.0,24.0,ok,,0.95,0.881565516261,23.0,20.0,0.99,0.987833544029,23.0,20.0,0.99,0.987833544029,23.0,20.0,custom_states,False,False,False,,
path4,path,4,monomial_full,sup012_P012_ph122,True,True,0.0,1.0,78.0,78.0,0.0,235.0,235.0,57.0,57.0,128.0,"{'rz': 76, 'sx': 62, 'rx': 40, 'cz': 33, 'rzz': 24, 'barrier': 8}",5,5,0,ok,,26.0,24.0,ok,,0.95,0.899848527184,23.0,20.0,0.99,0.987833544029,23.0,20.0,0.99,0.987833544029,23.0,20.0,custom_states,False,False,False,,
path4,path,4,monomial_full,sup012_P012_ph211,True,True,0.0,1.0,78.0,78.0,0.0,235.0,235.0,57.0,57.0,128.0,"{'rz': 76, 'sx': 62, 'rx': 40, 'cz': 33, 'rzz': 24, 'barrier': 8}",5,5,0,ok,,26.0,24.0,ok,,0.95,0.881565516261,23.0,20.0,0.99,0.987833544029,23.0,20.0,0.99,0.987833544029,23.0,20.0,custom_states,False,False,False,,
path4,path,4,product,U_Z__V_Z,True,True,0.0,1.0,78.0,78.0,0.0,235.0,235.0,57.0,57.0,128.0,"{'rz': 76, 'sx': 62, 'rx': 40, 'cz': 33, 'rzz': 24, 'barrier': 8}",5,5,0,ok,,26.0,24.0,ok,,0.95,0.881565516261,23.0,20.0,0.99,0.987833544029,23.0,20.0,0.99,0.987833544029,23.0,20.0,custom_states,False,False,False,,
path4,path,4,product,U_SX__V_SXdg,True,False,0.0,0.75,78.0,78.0,0.0,239.0,239.0,57.0,57.0,128.0,"{'rz': 72, 'sx': 62, 'rx': 48, 'cz': 33, 'rzz': 24, 'barrier': 8}",5,5,0,ok,,27.0,24.0,ok,,0.95,0.881565516261,24.0,20.0,0.99,0.987833544029,24.0,20.0,0.99,0.987833544029,24.0,20.0,custom_states,False,False,False,,
path4,path,4,product,U_SXdg__V_SX,True,False,0.0,0.75,78.0,78.0,0.0,239.0,239.0,57.0,57.0,128.0,"{'rz': 72, 'sx': 62, 'rx': 48, 'cz': 33, 'rzz': 24, 'barrier': 8}",5,5,0,ok,,27.0,24.0,ok,,0.95,0.881565516261,24.0,20.0,0.99,0.987833544029,24.0,20.0,0.99,0.987833544029,24.0,20.0,custom_states,False,False,False,,
path4,path,4,product,U_H__V_Z,True,False,0.0,0.833333,78.0,79.2,0.98,243.0,243.0,57.0,57.0,128.0,"{'rz': 80, 'sx': 62, 'rx': 44, 'cz': 33, 'rzz': 24, 'barrier': 8}",5,5,0,ok,,28.0,24.0,ok,,0.96,0.881565516261,25.0,20.0,0.99,0.987833544029,25.0,20.0,0.99,0.987833544029,25.0,20.0,custom_states,False,False,False,,
