state_name,class_name,candidate_name,best_depth,best_size,best_two_qubit_gate_count,mean_depth,std_depth,mean_two_qubit_gate_count,is_baseline_reference,is_trivial_identity,is_baseline_equivalent,skip_reason
ghz3,baseline,E_old,47.0,141.0,32.0,53.9,9.75,33.05,True,True,True,
ghz3,monomial_full,sup012_P012_ph101,55.0,159.0,38.0,58.85,7.45,39.05,False,False,False,
ghz3,monomial_full,sup012_P012_ph110,55.0,159.0,38.0,59.1,7.11,39.05,False,False,False,
ghz3,monomial_full,sup012_P012_ph202,55.0,159.0,38.0,58.85,7.45,39.05,False,False,False,
ghz3,product,U_Z__V_Z,56.0,162.0,38.0,59.5,7.27,39.05,False,False,False,
ghz3,product,U_SX__V_SXdg,56.0,165.0,38.0,59.4,7.1,39.05,False,False,False,
ghz3,product,U_SXdg__V_SX,56.0,165.0,38.0,59.4,7.26,39.05,False,False,False,
