state_name,class_name,candidate_name,is_valid,uses_old_codespace_only,avg_codeword_entanglement,overlap_with_old_codespace,best_depth,mean_depth,std_depth,best_size,mean_size,best_two_qubit_gate_count,mean_two_qubit_gate_count,num_qubits,best_count_ops,n_transpile_runs,successful_trials,failed_trials,status,error_message,approx_ref_depth,approx_ref_two_qubit_gate_count,approx_status,approx_error_message,fid085_best_approx_degree,fid085_best_fidelity,fid085_best_depth,fid085_best_two_qubit_gate_count,fid090_best_approx_degree,fid090_best_fidelity,fid090_best_depth,fid090_best_two_qubit_gate_count,fid095_best_approx_degree,fid095_best_fidelity,fid095_best_depth,fid095_best_two_qubit_gate_count,is_baseline_reference,is_trivial_identity,is_baseline_equivalent,skip_reason,pipeline_stage
ghz3,monomial_full,sup012_P012_ph000,True,,,,,,,,,,,,,0,0,0,skipped_baseline_equivalent,,,,skipped,same embedding as baseline within tolerance,,,,,,,,,,,,,False,True,True,same embedding as baseline within tolerance,1.0
ghz3,monomial_full,sup012_P012_ph111,True,,,,,,,,,,,,,0,0,0,skipped_baseline_equivalent,,,,skipped,embedding equals baseline up to one global phase,,,,,,,,,,,,,False,False,True,embedding equals baseline up to one global phase,1.0
ghz3,monomial_full,sup012_P012_ph222,True,,,,,,,,,,,,,0,0,0,skipped_baseline_equivalent,,,,skipped,embedding equals baseline up to one global phase,,,,,,,,,,,,,False,False,True,embedding equals baseline up to one global phase,1.0
ghz3,product,U_I__V_I,True,,,,,,,,,,,,,0,0,0,skipped_baseline_equivalent,,,,skipped,same embedding as baseline within tolerance,,,,,,,,,,,,,False,True,True,same embedding as baseline within tolerance,1.0
