state_name,class_name,candidate_name,fid095_best_fidelity,fid095_best_depth,fid095_best_two_qubit_gate_count
two_qutrit,baseline,E_old,0.993898155763,15.0,8.0
two_qutrit,monomial_full,sup012_P012_ph012,0.993898155763,15.0,8.0
two_qutrit,monomial_full,sup012_P012_ph021,0.993898155763,15.0,8.0
two_qutrit,monomial_full,sup012_P012_ph101,0.959988244374,15.0,8.0
two_qutrit,product,U_Z__V_Z,0.993898155763,15.0,8.0
two_qutrit,product,U_SX__V_I,0.970742216794,16.0,8.0
two_qutrit,product,U_SX__V_SXdg,0.993898155763,16.0,8.0
